BOTTLE,20080509JAMSTEC
EXPOCODE,SECT,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDDPT,CTDDPT_FLAG_W,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,FLUOR,FLUOR_FLAG_W,CHLORA,CHLORA_FLAG_W,CHLWELSH,CHLWELSH_W,PPHYTN,PPHYTN_FLAG_W,XMISS,XMISS_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,PH,PH_FLAG_W,PH_TMP,PH_SCALE,THETA,SIG0
,,,,,,,,UTC,DEG,DEG,M,M,,DBAR,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UG/L,,MG/CUM,,MG/CUM,,MG/CUM,,%TRANS,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,25_DEG,,DEG_C,,DEG C,KG/CUM
     49MR02K01, EQPAC,  C014,3,7,7,1,20020124,407,-0.0395,-160.0135,5132,139,2,140,2,25.085,2,35.544,2,-999,9,135.86,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,25.05,23.74
     49MR02K01, EQPAC,  C014,3,8,8,1,20020124,407,-0.0395,-160.0135,5132,160,2,161,2,18.363,2,35.33,2,-999,9,126.49,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.34,25.44
     49MR02K01, EQPAC,  C014,3,9,9,1,20020124,407,-0.0395,-160.0135,5132,178,2,179,2,15.697,2,35.163,2,-999,9,132.64,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.67,25.95
     49MR02K01, EQPAC,  C014,3,10,10,1,20020124,407,-0.0395,-160.0135,5132,201,2,203,2,14.503,2,35.101,2,-999,9,126,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,14.47,26.16
     49MR02K01, EQPAC,  C014,3,11,11,1,20020124,407,-0.0395,-160.0135,5132,60,2,60,2,27.809,2,35.437,2,-999,9,181.49,2,-999,9,1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.79,22.79
     49MR02K01, EQPAC,  C014,3,12,12,1,20020124,407,-0.0395,-160.0135,5132,5,2,5,2,27.947,2,35.437,2,-999,9,172.58,2,-999,9,0.4,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.95,22.74
     49MR02K01, EQPAC,  C014,3,13,13,1,20020124,407,-0.0395,-160.0135,5132,20,2,20,2,27.93,2,35.435,2,-999,9,182.24,2,-999,9,0.5,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.93,22.75
     49MR02K01, EQPAC,  C014,3,14,14,1,20020124,407,-0.0395,-160.0135,5132,41,2,41,2,27.931,2,35.435,2,-999,9,182.3,2,-999,9,0.5,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.92,22.75
     49MR02K01, EQPAC,  C014,3,15,15,1,20020124,407,-0.0395,-160.0135,5132,80,2,81,2,27.432,2,35.433,2,-999,9,182.07,2,-999,9,0.4,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.41,22.91
     49MR02K01, EQPAC,  C014,3,16,16,1,20020124,407,-0.0395,-160.0135,5132,120,2,121,2,26.944,2,35.377,2,-999,9,173.94,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,26.92,23.03
     49MR02K01, EQPAC,  C014,3,17,17,1,20020124,407,-0.0395,-160.0135,5132,160,2,160,2,18.37,2,35.318,2,-999,9,126.09,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.34,25.43
     49MR02K01, EQPAC,  C014,3,18,18,1,20020124,407,-0.0395,-160.0135,5132,199,2,201,2,14.698,2,35.115,2,-999,9,126.05,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,14.67,26.13
     49MR02K01, EQPAC,  C014,3,19,19,1,20020124,407,-0.0395,-160.0135,5132,60,2,61,2,27.846,2,35.436,2,-999,9,181.47,2,-999,9,0.9,1,0.24,2,0.31,2,0.17,2,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.83,22.78
     49MR02K01, EQPAC,  C014,3,20,20,1,20020124,407,-0.0395,-160.0135,5132,60,2,60,2,27.84,2,35.436,2,-999,9,181.37,2,-999,9,0.8,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.83,22.78
     49MR02K01, EQPAC,  C014,3,21,21,1,20020124,407,-0.0395,-160.0135,5132,61,2,61,2,27.843,2,35.436,2,-999,9,181.49,2,-999,9,0.8,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.83,22.78
     49MR02K01, EQPAC,  C014,3,22,22,1,20020124,407,-0.0395,-160.0135,5132,60,2,60,2,27.845,2,35.436,2,-999,9,181.41,2,-999,9,0.8,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.83,22.78
     49MR02K01, EQPAC,  C014,3,23,23,1,20020124,407,-0.0395,-160.0135,5132,150,2,151,2,21.041,2,35.458,2,-999,9,122.69,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,21.01,24.84
     49MR02K01, EQPAC,  C014,3,24,24,1,20020124,407,-0.0395,-160.0135,5157,149,2,150,2,21.21,2,35.485,2,-999,9,122.27,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,21.18,24.81
     49MR02K01, EQPAC,  C014,4,0,0,1,20020124,635,0.0195,-159.9973,5157,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
     49MR02K01, EQPAC,  C014,4,1,1,1,20020124,635,0.0195,-159.9973,5157,5102,2,5192,2,1.238,2,34.738,2,34.709,2,196.09,2,194.45,2,0,1,-999,9,-999,9,-999,9,89,1,126.86,2,35.86,2,0.04,2,2.27,2,2273.3,2,7.622,2,25, TS,0.8,27.85
     49MR02K01, EQPAC,  C014,4,2,2,1,20020124,635,0.0195,-159.9973,5157,5000,2,5087,2,1.232,2,34.737,2,34.707,2,194,2,194.72,2,0,1,-999,9,-999,9,-999,9,89,1,127.85,2,35.79,2,0.04,2,2.28,2,2270.2,2,7.6211,2,25, TS,0.81,27.85
     49MR02K01, EQPAC,  C014,4,3,3,1,20020124,635,0.0195,-159.9973,5157,4500,2,4573,2,1.265,2,34.727,2,34.703,2,182.7,2,185.83,2,0,1,-999,9,-999,9,-999,9,89,1,132.06,2,36.68,2,0.04,2,2.34,2,2287.8,2,7.6195,2,25, TS,0.9,27.83
     49MR02K01, EQPAC,  C014,4,4,4,1,20020124,635,0.0195,-159.9973,5157,4000,2,4061,2,1.382,2,34.715,2,34.694,2,164.22,2,167.97,2,0,1,-999,9,-999,9,-999,9,89,1,140.34,2,38.1,2,0.04,2,2.43,2,2308.2,2,7.6086,2,25, TS,1.07,27.81
     49MR02K01, EQPAC,  C014,4,5,5,1,20020124,635,0.0195,-159.9973,5157,3500,2,3549,2,1.507,2,34.708,2,34.685,2,148.96,2,152.71,2,0,1,-999,9,-999,9,-999,9,89,1,144.25,2,38.96,2,0.04,2,2.49,2,2323.1,2,7.59,2,25, TS,1.24,27.79
     49MR02K01, EQPAC,  C014,4,6,6,1,20020124,635,0.0195,-159.9973,5157,2999,2,3037,2,1.683,2,34.686,2,34.673,2,132.37,2,136.31,2,0,1,-999,9,-999,9,-999,9,89,1,148.28,2,40.08,2,0.04,2,2.61,2,2333.3,2,7.5675,2,25, TS,1.46,27.76
     49MR02K01, EQPAC,  C014,4,7,7,1,20020124,635,0.0195,-159.9973,5157,2499,2,2528,2,1.818,2,34.674,2,34.664,2,122.51,2,126.29,2,0,1,-999,9,-999,9,-999,9,89,1,147.75,2,40.95,2,0.04,2,2.66,2,2341.5,2,7.5541,2,25, TS,1.64,27.74
     49MR02K01, EQPAC,  C014,4,8,8,1,20020124,635,0.0195,-159.9973,5157,1999,2,2020,2,2.288,2,34.646,2,34.64,2,106.04,2,108.6,2,0,1,-999,9,-999,9,-999,9,89,1,139.63,2,41.96,2,0.03,2,2.74,2,2341.8,2,7.5235,2,25, TS,2.15,27.68
     49MR02K01, EQPAC,  C014,4,9,9,1,20020124,635,0.0195,-159.9973,5157,1500,2,1513,2,2.948,2,34.61,2,34.608,2,93.73,2,95.21,2,0,1,-999,9,-999,9,-999,9,89,1,124.12,2,42.45,2,0.04,2,2.82,2,2330.8,2,7.5013,3,25, TS,2.84,27.59
     49MR02K01, EQPAC,  C014,4,10,10,1,20020124,635,0.0195,-159.9973,5157,1250,2,1261,2,3.531,2,34.586,2,34.585,2,87.46,2,88.43,2,0,1,-999,9,-999,9,-999,9,89,1,110.46,2,42.91,2,0.04,2,2.87,2,2319.7,2,7.4901,2,25, TS,3.44,27.51
     49MR02K01, EQPAC,  C014,4,11,11,1,20020124,635,0.0195,-159.9973,5157,1000,2,1008,2,4.426,2,34.557,2,34.557,2,86.52,2,87.37,2,0,1,-999,9,-999,9,-999,9,89,1,87.68,2,42.27,2,0.04,2,2.8,2,2298,2,7.4939,2,25, TS,4.35,27.4
     49MR02K01, EQPAC,  C014,4,12,12,1,20020124,635,0.0195,-159.9973,5157,901,2,907,2,4.776,2,34.549,2,34.55,2,85.22,2,86.24,2,0,1,-999,9,-999,9,-999,9,89,1,80.28,2,41.95,2,0.04,2,2.73,2,2290.1,2,7.4944,2,25, TS,4.7,27.35
     49MR02K01, EQPAC,  C014,4,13,13,1,20020124,635,0.0195,-159.9973,5157,800,2,806,2,5.211,2,34.546,2,34.546,2,80.56,2,80.73,2,0,1,-999,9,-999,9,-999,9,89,1,71.56,2,42.26,2,0.04,2,2.79,2,2278.7,2,7.487,2,25, TS,5.14,27.3
     49MR02K01, EQPAC,  C014,4,14,14,1,20020124,635,0.0195,-159.9973,5157,700,2,705,2,5.89,2,34.547,2,34.548,2,76.24,2,76.47,2,0,1,-999,9,-999,9,-999,9,89,1,62.02,2,41.65,2,0.03,2,2.72,2,2274.4,2,7.4884,3,25, TS,5.83,27.22
     49MR02K01, EQPAC,  C014,4,15,15,1,20020124,635,0.0195,-159.9973,5157,601,2,605,2,6.852,2,34.569,2,34.571,2,64.76,2,64.11,2,0,1,-999,9,-999,9,-999,9,89,1,51.18,2,41.15,2,0.03,2,2.69,2,2267.6,2,7.4779,3,25, TS,6.8,27.11
     49MR02K01, EQPAC,  C014,4,16,16,1,20020124,635,0.0195,-159.9973,5157,551,2,555,2,7.219,2,34.582,2,34.585,2,59.21,2,57.61,2,0,1,-999,9,-999,9,-999,9,89,1,48.22,2,41.41,2,0.03,2,2.7,2,2264.5,2,7.4703,2,25, TS,7.17,27.07
     49MR02K01, EQPAC,  C014,4,17,17,1,20020124,635,0.0195,-159.9973,5157,500,2,504,2,7.683,2,34.593,2,34.595,2,59.8,2,59.2,2,0,1,-999,9,-999,9,-999,9,89,1,44.37,2,39.91,2,0.03,2,2.58,2,2257.9,2,7.4862,2,25, TS,7.63,27.01
     49MR02K01, EQPAC,  C014,4,18,18,1,20020124,635,0.0195,-159.9973,5157,450,2,453,2,8.934,2,34.645,2,34.648,2,57.3,2,56.46,2,0,1,-999,9,-999,9,-999,9,88,1,36.72,2,37.36,2,0.04,2,2.39,2,2242.5,2,7.5074,2,25, TS,8.89,26.86
     49MR02K01, EQPAC,  C014,4,19,19,1,20020124,635,0.0195,-159.9973,5157,400,2,403,2,9.775,2,34.7,2,34.703,2,53.02,2,55.62,2,0,1,-999,9,-999,9,-999,9,88,1,32.52,2,35.98,2,0.04,2,2.31,2,2234.1,2,7.5189,2,25, TS,9.73,26.76
     49MR02K01, EQPAC,  C014,4,20,20,1,20020124,635,0.0195,-159.9973,5157,350,2,353,2,10.707,2,34.773,2,34.774,2,65.6,2,65.47,2,0,1,-999,9,-999,9,-999,9,88,1,27.08,2,33.16,2,0.04,2,2.12,2,2223.6,2,7.5706,2,25, TS,10.66,26.66
     49MR02K01, EQPAC,  C014,4,21,21,1,20020124,635,0.0195,-159.9973,5157,300,2,302,2,11.79,2,34.834,2,34.836,2,87.3,2,88.1,2,0,1,-999,9,-999,9,-999,9,88,1,22.91,2,28.67,2,0.04,2,1.83,2,2192.8,2,7.6431,2,25, TS,11.75,26.51
     49MR02K01, EQPAC,  C014,4,22,22,1,20020124,635,0.0195,-159.9973,5157,250,2,251,2,12.711,2,34.903,2,34.908,2,115.94,2,117.47,2,0,1,-999,9,-999,9,-999,9,88,1,18.49,2,23.68,2,0.04,2,1.53,2,2161.4,2,7.7208,2,25, TS,12.68,26.38
     49MR02K01, EQPAC,  C014,4,23,23,1,20020124,635,0.0195,-159.9973,5157,225,2,227,2,13.301,2,34.93,2,34.929,2,124.26,2,126.5,2,0,1,-999,9,-999,9,-999,9,88,1,17.12,2,21.76,2,0.04,2,1.43,2,2151.8,2,7.7511,2,25, TS,13.27,26.28
     49MR02K01, EQPAC,  C014,4,24,24,1,20020124,635,0.0195,-159.9973,5157,200,2,201,2,15.176,2,35.129,2,35.125,2,130.78,2,133.14,2,0,1,-999,9,-999,9,-999,9,88,1,11.49,2,18.26,2,0.05,2,1.2,2,2134.5,2,7.8006,2,25, TS,15.15,26.04
     49MR02K01, EQPAC,  C013,1,0,0,1,20020125,11,-0.0073,-163.5005,4940,-999,9,-999,9,28.1,2,-999,9,35.445,2,-999,9,195.57,2,-999,9,0.23,2,0.28,2,0.14,2,-999,9,1.74,2,3.68,2,0.5,2,0.45,2,2010.9,6,8.0551,6,25, TS,-999,-999
     49MR02K01, EQPAC,  C013,1,1,1,1,20020125,11,-0.0073,-163.5005,4940,10,2,10,2,28.165,2,35.429,2,35.428,2,181.04,2,195.38,2,0.1,1,0.21,2,0.28,2,0.16,2,86,1,1.69,2,3.68,2,0.5,2,0.45,2,2012.2,2,8.0552,2,25, TS,28.16,22.66
     49MR02K01, EQPAC,  C013,1,2,2,1,20020125,11,-0.0073,-163.5005,4940,20,2,20,2,28.003,2,35.426,2,35.426,2,181.61,2,195.93,2,0.4,1,0.24,2,0.28,2,0.17,2,86,1,1.68,2,3.68,2,0.5,2,0.45,2,2010.4,2,8.0554,2,25, TS,28,22.72
     49MR02K01, EQPAC,  C013,1,3,3,1,20020125,11,-0.0073,-163.5005,4940,30,2,30,2,27.99,2,35.426,2,35.425,2,181.24,2,196.67,2,0.6,1,0.29,2,0.37,2,0.2,2,86,1,1.66,2,3.71,2,0.5,2,0.45,2,2009.9,2,8.0553,2,25, TS,27.98,22.72
     49MR02K01, EQPAC,  C013,1,4,4,1,20020125,11,-0.0073,-163.5005,4940,42,2,42,2,27.982,2,35.426,2,35.427,2,181.08,2,196.29,2,0.8,1,0.32,2,0.41,2,0.24,2,86,1,1.68,2,3.72,2,0.51,2,0.45,2,2011.3,2,8.0544,2,25, TS,27.97,22.72
     49MR02K01, EQPAC,  C013,1,5,5,1,20020125,11,-0.0073,-163.5005,4940,52,2,52,2,27.969,2,35.427,2,35.428,2,180.76,2,195.38,2,0.8,1,0.31,2,0.41,2,0.25,2,86,1,1.74,2,3.74,2,0.51,2,0.45,2,2011.5,2,8.0534,2,25, TS,27.96,22.73
     49MR02K01, EQPAC,  C013,1,6,6,1,20020125,11,-0.0073,-163.5005,4940,62,2,62,2,27.941,2,35.429,2,35.429,2,180.36,2,194.9,2,0.8,1,0.28,2,0.37,2,0.23,2,87,1,1.69,2,3.83,2,0.52,2,0.46,2,2012.1,2,8.0519,2,25, TS,27.93,22.74
     49MR02K01, EQPAC,  C013,1,7,7,1,20020125,11,-0.0073,-163.5005,4940,72,2,72,2,27.899,2,35.432,2,35.433,2,180.19,2,194.37,2,0.7,1,0.25,2,0.35,2,0.27,2,87,1,1.79,2,3.91,2,0.53,2,0.47,2,2013.9,2,8.0497,2,25, TS,27.88,22.76
     49MR02K01, EQPAC,  C013,1,8,8,1,20020125,11,-0.0073,-163.5005,4940,81,2,81,2,27.838,2,35.437,2,35.437,2,179.84,2,193.79,2,0.6,1,0.24,2,0.31,2,0.2,2,87,1,1.82,2,4,2,0.55,2,0.48,2,2014.9,2,8.0478,2,25, TS,27.82,22.78
     49MR02K01, EQPAC,  C013,1,9,9,1,20020125,11,-0.0073,-163.5005,4940,91,2,92,2,27.742,2,35.443,2,35.443,2,179.1,2,193.44,2,0.6,1,0.22,2,0.29,2,0.21,2,87,1,1.83,2,4.19,2,0.58,2,0.5,2,2021,2,8.044,2,25, TS,27.72,22.82
     49MR02K01, EQPAC,  C013,1,10,10,1,20020125,11,-0.0073,-163.5005,4940,101,2,102,2,27.669,2,35.45,2,35.452,2,178.71,2,192.04,2,0.5,1,-0.04,3,0.25,2,0.59,3,87,1,1.83,2,4.33,2,0.67,2,0.51,2,2022.9,2,8.0405,2,25, TS,27.64,22.85
     49MR02K01, EQPAC,  C013,1,11,11,1,20020125,11,-0.0073,-163.5005,4940,122,2,122,2,27.535,2,35.489,2,35.485,2,176.14,2,189.76,2,0.2,1,0.1,2,0.14,2,0.11,2,88,1,1.83,2,4.61,2,0.74,2,0.56,2,2026.8,2,8.0359,2,25, TS,27.51,22.92
     49MR02K01, EQPAC,  C013,1,12,12,1,20020125,11,-0.0073,-163.5005,4940,151,2,152,2,24.104,2,35.6,2,35.609,2,134.63,2,144.22,2,0,1,0.01,2,0.01,2,0.01,2,88,1,3.07,2,10.48,2,0.06,2,0.86,2,2083.3,2,7.9501,2,25, TS,24.07,24.07
     49MR02K01, EQPAC,  C013,1,13,13,1,20020125,11,-0.0073,-163.5005,4940,200,2,202,2,14.932,2,35.101,2,35.099,2,133.02,2,138.57,2,0,1,0,2,0.01,2,0.02,2,88,1,11.01,2,16.95,2,0.04,2,1.24,2,2133.3,2,7.8062,2,25, TS,14.9,26.07
     49MR02K01, EQPAC,  C013,1,14,14,1,20020125,11,-0.0073,-163.5005,4940,302,2,303,2,11.81,2,34.859,2,34.857,2,93.19,2,96.18,2,0,1,-999,9,-999,9,-999,9,88,1,20.9,2,26.97,2,0.04,2,1.82,2,2190.1,2,7.66,2,25, TS,11.77,26.52
     49MR02K01, EQPAC,  C013,1,15,15,1,20020125,11,-0.0073,-163.5005,4940,10,2,10,2,28.138,2,35.429,2,-999,9,181.05,2,-999,9,0.2,1,0.19,2,0.24,2,0.15,2,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.14,22.67
     49MR02K01, EQPAC,  C013,1,16,16,1,20020125,11,-0.0073,-163.5005,4940,20,2,20,2,28.005,2,35.427,2,-999,9,181.6,2,-999,9,0.4,1,0.22,2,0.3,2,0.21,2,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28,22.72
     49MR02K01, EQPAC,  C013,1,17,17,1,20020125,11,-0.0073,-163.5005,4940,30,2,31,2,27.989,2,35.426,2,-999,9,181.4,2,-999,9,0.6,1,0.23,2,0.31,2,0.22,2,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.98,22.72
     49MR02K01, EQPAC,  C013,1,18,18,1,20020125,11,-0.0073,-163.5005,4940,41,2,42,2,27.983,2,35.426,2,-999,9,181.24,2,-999,9,0.8,1,0.11,3,0.35,2,0.55,3,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.97,22.72
     49MR02K01, EQPAC,  C013,1,19,19,1,20020125,11,-0.0073,-163.5005,4940,50,2,50,2,27.974,2,35.427,2,-999,9,180.89,2,-999,9,0.9,1,0.31,2,0.43,2,0.32,2,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.96,22.73
     49MR02K01, EQPAC,  C013,1,20,20,1,20020125,11,-0.0073,-163.5005,4940,63,2,63,2,27.946,2,35.429,2,-999,9,180.47,2,-999,9,0.8,1,0.24,2,0.35,2,0.28,2,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.93,22.74
     49MR02K01, EQPAC,  C013,1,21,21,1,20020125,11,-0.0073,-163.5005,4940,71,2,72,2,27.894,2,35.433,2,-999,9,180.09,2,-999,9,0.7,1,0.24,2,0.33,2,0.27,2,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.88,22.76
     49MR02K01, EQPAC,  C013,1,22,22,1,20020125,11,-0.0073,-163.5005,4940,80,2,81,2,27.846,2,35.436,2,-999,9,179.98,2,-999,9,0.6,1,0.23,2,0.33,2,0.26,2,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.83,22.78
     49MR02K01, EQPAC,  C013,1,23,23,1,20020125,11,-0.0073,-163.5005,4940,101,2,102,2,27.676,2,35.45,2,-999,9,178.59,2,-999,9,0.5,1,0.19,2,0.26,2,0.21,2,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.65,22.85
     49MR02K01, EQPAC,  C013,1,24,24,1,20020125,11,-0.0073,-163.5005,4940,122,2,122,2,27.529,2,35.487,2,-999,9,175.88,2,-999,9,0.2,1,0.09,2,0.14,2,0.12,2,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.5,22.92
     49MR02K01, EQPAC,  C012,1,0,0,1,20020126,1513,0.0003,-170.001,5528,-999,9,-999,9,28.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,0.26,2,0.32,2,0.17,2,-999,9,1.69,2,2.83,2,0.49,2,0.39,2,-999,9,-999,9,-999,9,-999,-999
     49MR02K01, EQPAC,  C012,1,1,1,1,20020126,1513,0.0003,-170.001,5528,10,2,10,2,28.472,2,35.388,2,-999,9,177.3,2,-999,9,0.8,1,0.24,2,0.3,2,0.17,2,87,1,1.72,2,2.82,2,0.49,2,0.39,2,-999,9,-999,9,-999,9,28.47,22.53
     49MR02K01, EQPAC,  C012,1,2,2,1,20020126,1513,0.0003,-170.001,5528,20,2,20,2,28.47,2,35.388,2,-999,9,180,2,-999,9,0.8,1,0.25,2,0.32,2,0.19,2,87,1,1.69,2,2.81,2,0.5,2,0.39,2,-999,9,-999,9,-999,9,28.47,22.53
     49MR02K01, EQPAC,  C012,1,3,3,1,20020126,1513,0.0003,-170.001,5528,30,2,31,2,28.473,2,35.388,2,-999,9,180.05,2,-999,9,0.8,1,0.26,2,0.32,2,0.18,2,87,1,1.71,2,2.81,2,0.5,2,0.39,2,-999,9,-999,9,-999,9,28.47,22.53
     49MR02K01, EQPAC,  C012,1,4,4,1,20020126,1513,0.0003,-170.001,5528,40,2,40,2,28.476,2,35.39,2,-999,9,179.27,2,-999,9,0.7,1,0.1,3,0.31,2,0.45,3,87,1,1.76,2,2.88,2,0.52,2,0.4,2,-999,9,-999,9,-999,9,28.47,22.53
     49MR02K01, EQPAC,  C012,1,5,5,1,20020126,1513,0.0003,-170.001,5528,50,2,50,2,28.482,2,35.389,2,-999,9,179.9,2,-999,9,0.8,1,0.26,2,0.33,2,0.19,2,87,1,1.73,2,2.83,2,0.51,2,0.4,2,-999,9,-999,9,-999,9,28.47,22.53
     49MR02K01, EQPAC,  C012,1,6,6,1,20020126,1513,0.0003,-170.001,5528,61,2,61,2,28.476,2,35.393,2,-999,9,178.93,2,-999,9,0.7,1,0.1,3,0.32,2,0.46,3,87,1,1.74,2,2.96,2,0.56,2,0.43,2,-999,9,-999,9,-999,9,28.46,22.54
     49MR02K01, EQPAC,  C012,1,7,7,1,20020126,1513,0.0003,-170.001,5528,70,2,70,2,28.449,2,35.407,2,-999,9,177.34,2,-999,9,0.6,1,0.2,2,0.26,2,0.17,2,87,1,1.77,2,3.1,2,0.62,2,0.44,2,-999,9,-999,9,-999,9,28.43,22.56
     49MR02K01, EQPAC,  C012,1,8,8,1,20020126,1513,0.0003,-170.001,5528,81,2,82,2,28.421,2,35.425,2,-999,9,176.12,2,-999,9,0.4,1,0.2,2,0.28,2,0.2,2,88,1,1.82,2,3.29,2,0.67,2,0.47,2,-999,9,-999,9,-999,9,28.4,22.58
     49MR02K01, EQPAC,  C012,1,9,9,1,20020126,1513,0.0003,-170.001,5528,90,2,90,2,28.383,2,35.473,2,-999,9,176.41,2,-999,9,0.4,1,0.15,2,0.2,2,0.13,2,88,1,1.87,2,3.53,2,0.6,2,0.48,2,-999,9,-999,9,-999,9,28.36,22.63
     49MR02K01, EQPAC,  C012,1,10,10,1,20020126,1513,0.0003,-170.001,5528,100,2,101,2,28.336,2,35.482,2,-999,9,176.47,2,-999,9,0.3,1,0.13,2,0.17,2,0.13,2,88,1,1.9,2,3.7,2,0.59,2,0.49,2,-999,9,-999,9,-999,9,28.31,22.65
     49MR02K01, EQPAC,  C012,1,11,11,1,20020126,1513,0.0003,-170.001,5528,121,2,121,2,28.152,2,35.476,2,-999,9,174.78,2,-999,9,0.1,1,0.08,2,0.11,2,0.09,2,88,1,2.03,2,3.96,2,0.74,2,0.54,2,-999,9,-999,9,-999,9,28.12,22.71
     49MR02K01, EQPAC,  C012,1,12,12,1,20020126,1513,0.0003,-170.001,5528,151,2,152,2,27.304,2,35.608,2,-999,9,160.27,2,-999,9,0,1,0.02,2,0.03,2,0.03,2,88,1,2.15,2,6.35,2,1.03,2,0.65,2,-999,9,-999,9,-999,9,27.27,23.09
     49MR02K01, EQPAC,  C012,1,13,13,1,20020126,1513,0.0003,-170.001,5528,200,2,201,2,15.426,2,35.119,2,-999,9,132.67,2,-999,9,0,1,0,2,0.01,2,0.02,2,88,1,10.55,2,16.34,2,0.03,2,1.17,2,-999,9,-999,9,-999,9,15.39,25.98
     49MR02K01, EQPAC,  C012,1,14,14,1,20020126,1513,0.0003,-170.001,5528,10,2,10,2,28.471,2,35.388,2,-999,9,177.76,2,-999,9,0.8,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.47,22.53
     49MR02K01, EQPAC,  C012,1,15,15,1,20020126,1513,0.0003,-170.001,5528,20,2,20,2,28.468,2,35.388,2,-999,9,180.04,2,-999,9,0.8,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.46,22.53
     49MR02K01, EQPAC,  C012,1,16,16,1,20020126,1513,0.0003,-170.001,5528,31,2,31,2,28.473,2,35.388,2,-999,9,179.96,2,-999,9,0.8,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.47,22.53
